,Unnamed: 0,timestamp,protocol,port,attack_type,severity,event_type,hour,day_of_week,day,month,attack_type_encoded,event_type_encoded,protocol_encoded
115,115,2025-04-21 13:14:32.053741,UDP,6202,DDoS,8.01,Port Scan,13,0,21,4,1,4,2
116,116,2025-04-21 12:36:30.053741,TCP,5539,Normal,0.09,Exploit Attempt,12,0,21,4,3,0,1
117,117,2025-04-21 12:19:15.053741,UDP,2552,Phishing,7.42,Login,12,0,21,4,4,2,2
118,118,2025-04-21 12:58:44.053741,UDP,345,Normal,2.97,Port Scan,12,0,21,4,3,4,2
119,119,2025-04-21 13:25:00.053741,TCP,6211,Normal,2.66,Normal Activity,13,0,21,4,3,3,1
120,120,2025-04-21 12:57:42.053741,UDP,20,Normal,0.18,Suspicious Traffic,12,0,21,4,3,5,2
121,121,2025-04-21 14:02:42.053741,TCP,4497,Normal,0.3,Exploit Attempt,14,0,21,4,3,0,1
122,122,2025-04-21 13:00:40.053741,UDP,2772,Malware,6.49,Suspicious Traffic,13,0,21,4,2,5,2
123,123,2025-04-21 13:58:33.053741,ICMP,419,Normal,0.11,File Transfer,13,0,21,4,3,1,0
124,124,2025-04-21 13:26:26.053741,UDP,6004,Phishing,7.32,File Transfer,13,0,21,4,4,1,2
125,125,2025-04-21 12:18:22.053741,TCP,2088,Normal,1.68,File Transfer,12,0,21,4,3,1,1
126,126,2025-04-21 12:16:24.053741,TCP,3193,Normal,2.36,File Transfer,12,0,21,4,3,1,1
127,127,2025-04-21 13:24:15.053741,UDP,5050,Normal,1.6,Port Scan,13,0,21,4,3,4,2
128,128,2025-04-21 13:29:10.053741,UDP,1351,Normal,2.25,Normal Activity,13,0,21,4,3,3,2
129,129,2025-04-21 12:44:42.053741,TCP,5589,Normal,2.49,File Transfer,12,0,21,4,3,1,1
130,130,2025-04-21 13:28:22.053741,TCP,3627,Normal,1.44,Normal Activity,13,0,21,4,3,3,1
131,131,2025-04-21 13:18:07.053741,UDP,3191,DDoS,9.12,Normal Activity,13,0,21,4,1,3,2
132,132,2025-04-21 13:56:06.053741,UDP,6393,Normal,1.33,Port Scan,13,0,21,4,3,4,2
133,133,2025-04-21 13:25:56.053741,TCP,4896,Reconnaissance,9.96,Login,13,0,21,4,5,2,1
134,134,2025-04-21 13:08:42.053741,ICMP,6178,Brute Force,8.85,File Transfer,13,0,21,4,0,1,0
135,135,2025-04-21 13:58:42.053741,ICMP,485,Normal,1.16,Port Scan,13,0,21,4,3,4,0
136,136,2025-04-21 12:08:30.053741,TCP,4581,Normal,0.88,Normal Activity,12,0,21,4,3,3,1
137,137,2025-04-21 13:44:27.053741,TCP,1774,Normal,0.48,Login,13,0,21,4,3,2,1
138,138,2025-04-21 12:45:24.053741,UDP,1167,Normal,0.92,Normal Activity,12,0,21,4,3,3,2
139,139,2025-04-21 13:59:51.053741,TCP,7055,Normal,2.92,File Transfer,13,0,21,4,3,1,1
140,140,2025-04-21 12:25:02.053741,ICMP,6473,DDoS,8.46,Suspicious Traffic,12,0,21,4,1,5,0
141,141,2025-04-21 12:39:18.053741,UDP,7742,Normal,2.45,Login,12,0,21,4,3,2,2
142,142,2025-04-21 13:29:16.053741,UDP,3143,Normal,0.91,Login,13,0,21,4,3,2,2
143,143,2025-04-21 14:17:33.053741,ICMP,5005,Normal,0.03,Port Scan,14,0,21,4,3,4,0
144,144,2025-04-21 13:49:42.053741,UDP,4803,Malware,9.7,Exploit Attempt,13,0,21,4,2,0,2
145,145,2025-04-21 13:57:42.053741,ICMP,321,Normal,1.76,File Transfer,13,0,21,4,3,1,0
146,146,2025-04-21 12:52:48.053741,ICMP,3888,Normal,0.03,File Transfer,12,0,21,4,3,1,0
147,147,2025-04-21 14:21:21.053741,TCP,7368,Normal,1.97,Login,14,0,21,4,3,2,1
148,148,2025-04-21 12:11:34.053741,TCP,2694,Normal,0.59,Suspicious Traffic,12,0,21,4,3,5,1
149,149,2025-04-21 14:08:21.053741,ICMP,6206,Normal,2.26,Exploit Attempt,14,0,21,4,3,0,0
150,150,2025-04-21 13:14:12.053741,ICMP,1033,Normal,1.46,File Transfer,13,0,21,4,3,1,0
151,151,2025-04-21 12:34:25.053741,ICMP,4598,Normal,1.73,Login,12,0,21,4,3,2,0
152,152,2025-04-21 13:02:30.053741,ICMP,1866,Normal,2.32,File Transfer,13,0,21,4,3,1,0
153,153,2025-04-21 13:51:21.053741,TCP,4707,Normal,0.98,Port Scan,13,0,21,4,3,4,1
154,154,2025-04-21 13:28:58.053741,UDP,2504,Normal,0.47,Normal Activity,13,0,21,4,3,3,2
155,155,2025-04-21 12:45:37.053741,TCP,6117,DDoS,7.97,File Transfer,12,0,21,4,1,1,1
156,156,2025-04-21 12:40:42.053741,TCP,8000,DDoS,8.46,Suspicious Traffic,12,0,21,4,1,5,1
157,157,2025-04-21 14:17:46.053741,TCP,5448,Phishing,8.85,Exploit Attempt,14,0,21,4,4,0,1
158,158,2025-04-21 12:41:12.053741,UDP,6894,Normal,1.23,Port Scan,12,0,21,4,3,4,2
159,159,2025-04-21 12:36:09.053741,ICMP,4014,Normal,0.13,File Transfer,12,0,21,4,3,1,0
160,160,2025-04-21 12:17:42.053741,TCP,7834,Normal,0.57,File Transfer,12,0,21,4,3,1,1
161,161,2025-04-21 12:55:22.053741,UDP,360,DDoS,9.33,File Transfer,12,0,21,4,1,1,2
162,162,2025-04-21 14:05:54.053741,ICMP,1395,Normal,2.0,Exploit Attempt,14,0,21,4,3,0,0
163,163,2025-04-21 12:34:18.053741,ICMP,516,Normal,1.56,Normal Activity,12,0,21,4,3,3,0
164,164,2025-04-21 13:51:02.053741,ICMP,7245,Normal,2.4,Port Scan,13,0,21,4,3,4,0
165,165,2025-04-21 13:54:27.053741,UDP,1369,Normal,0.67,Suspicious Traffic,13,0,21,4,3,5,2
166,166,2025-04-21 13:57:54.053741,ICMP,7907,Normal,2.27,Normal Activity,13,0,21,4,3,3,0
167,167,2025-04-21 14:37:34.053741,UDP,589,Phishing,7.95,Suspicious Traffic,14,0,21,4,4,5,2
168,168,2025-04-21 13:39:42.053741,UDP,6996,Normal,0.38,Login,13,0,21,4,3,2,2
169,169,2025-04-21 14:42:15.053741,UDP,1986,Normal,2.97,Login,14,0,21,4,3,2,2
170,170,2025-04-21 12:30:02.053741,TCP,4053,Normal,1.82,Exploit Attempt,12,0,21,4,3,0,1
171,171,2025-04-21 13:12:57.053741,UDP,6654,Normal,0.56,Normal Activity,13,0,21,4,3,3,2
172,172,2025-04-21 12:50:26.053741,ICMP,4828,Normal,2.85,Normal Activity,12,0,21,4,3,3,0
173,173,2025-04-21 12:19:00.053741,UDP,1871,Malware,8.16,Login,12,0,21,4,2,2,2
174,174,2025-04-21 12:22:00.053741,TCP,4317,Normal,3.0,Normal Activity,12,0,21,4,3,3,1
175,175,2025-04-21 13:17:32.053741,TCP,7999,Normal,1.97,Normal Activity,13,0,21,4,3,3,1
176,176,2025-04-21 12:25:10.053741,UDP,4723,Normal,0.05,Suspicious Traffic,12,0,21,4,3,5,2
177,177,2025-04-21 13:21:21.053741,UDP,1503,Normal,1.12,Normal Activity,13,0,21,4,3,3,2
178,178,2025-04-21 14:47:50.053741,TCP,7063,Brute Force,6.67,File Transfer,14,0,21,4,0,1,1
179,179,2025-04-21 13:13:18.053741,UDP,5933,DDoS,8.14,File Transfer,13,0,21,4,1,1,2
180,180,2025-04-21 14:25:42.053741,UDP,1391,Normal,2.28,Exploit Attempt,14,0,21,4,3,0,2
181,181,2025-04-21 14:50:38.053741,TCP,3187,Normal,1.61,Port Scan,14,0,21,4,3,4,1
182,182,2025-04-21 15:03:42.053741,ICMP,5680,Normal,1.21,Port Scan,15,0,21,4,3,4,0
183,183,2025-04-21 13:02:42.053741,ICMP,355,Brute Force,8.79,Port Scan,13,0,21,4,0,4,0
184,184,2025-04-21 12:10:54.053741,UDP,1206,Normal,0.83,File Transfer,12,0,21,4,3,1,2
185,185,2025-04-21 15:00:32.053741,ICMP,4071,Phishing,6.79,Exploit Attempt,15,0,21,4,4,0,0
186,186,2025-04-21 12:11:00.053741,UDP,6321,DDoS,8.3,Port Scan,12,0,21,4,1,4,2
187,187,2025-04-21 14:21:57.053741,UDP,2713,Phishing,7.89,Port Scan,14,0,21,4,4,4,2
188,188,2025-04-21 15:09:42.053741,UDP,4296,Normal,2.04,Exploit Attempt,15,0,21,4,3,0,2
189,189,2025-04-21 14:32:54.053741,UDP,2743,Normal,1.81,Normal Activity,14,0,21,4,3,3,2
190,190,2025-04-21 14:30:32.053741,TCP,1255,Normal,2.07,Exploit Attempt,14,0,21,4,3,0,1
191,191,2025-04-21 12:04:53.053741,TCP,3075,Normal,0.84,Normal Activity,12,0,21,4,3,3,1
192,192,2025-04-21 13:47:18.053741,TCP,7937,Normal,0.23,Exploit Attempt,13,0,21,4,3,0,1
193,193,2025-04-21 13:09:15.053741,UDP,4545,DDoS,9.07,Suspicious Traffic,13,0,21,4,1,5,2
194,194,2025-04-21 13:35:28.053741,ICMP,1213,Phishing,7.07,Login,13,0,21,4,4,2,0
195,195,2025-04-21 12:43:57.053741,UDP,8017,Malware,7.85,File Transfer,12,0,21,4,2,1,2
196,196,2025-04-21 15:01:22.053741,TCP,5540,DDoS,8.07,File Transfer,15,0,21,4,1,1,1
197,197,2025-04-21 14:55:43.053741,TCP,5897,Normal,0.44,Port Scan,14,0,21,4,3,4,1
198,198,2025-04-21 14:36:48.053741,TCP,6119,Phishing,6.37,Login,14,0,21,4,4,2,1
199,199,2025-04-21 13:54:28.053741,UDP,6995,Normal,2.15,Exploit Attempt,13,0,21,4,3,0,2
200,200,2025-04-21 14:45:02.053741,ICMP,3115,Normal,1.27,Exploit Attempt,14,0,21,4,3,0,0
201,201,2025-04-21 13:55:36.053741,TCP,3723,Normal,2.09,Exploit Attempt,13,0,21,4,3,0,1
202,202,2025-04-21 13:02:18.053741,TCP,7230,Normal,0.88,Port Scan,13,0,21,4,3,4,1
203,203,2025-04-21 13:02:36.053741,TCP,1070,Normal,2.99,Port Scan,13,0,21,4,3,4,1
204,204,2025-04-21 13:47:06.053741,TCP,5071,Brute Force,9.02,Suspicious Traffic,13,0,21,4,0,5,1
205,205,2025-04-21 13:30:32.053741,TCP,489,Brute Force,6.52,Exploit Attempt,13,0,21,4,0,0,1
206,206,2025-04-21 12:39:28.053741,UDP,7650,Phishing,7.22,Suspicious Traffic,12,0,21,4,4,5,2
207,207,2025-04-21 14:12:48.053741,TCP,479,Normal,2.42,File Transfer,14,0,21,4,3,1,1
208,208,2025-04-21 13:38:46.053741,UDP,6642,Normal,0.1,File Transfer,13,0,21,4,3,1,2
209,209,2025-04-21 12:40:01.053741,TCP,6595,Normal,2.54,Port Scan,12,0,21,4,3,4,1
210,210,2025-04-21 14:00:42.053741,UDP,3518,Normal,2.37,File Transfer,14,0,21,4,3,1,2
211,211,2025-04-21 14:43:28.053741,UDP,1004,Normal,1.04,Port Scan,14,0,21,4,3,4,2
212,212,2025-04-21 14:12:26.053741,TCP,7308,DDoS,6.38,Normal Activity,14,0,21,4,1,3,1
213,213,2025-04-21 14:41:27.053741,TCP,7522,Normal,1.19,Suspicious Traffic,14,0,21,4,3,5,1
214,214,2025-04-21 13:23:44.053741,TCP,5545,Normal,0.69,Exploit Attempt,13,0,21,4,3,0,1
215,215,2025-04-21 12:33:57.053741,UDP,3144,Normal,2.2,File Transfer,12,0,21,4,3,1,2
216,216,2025-04-21 12:12:30.053741,UDP,1489,Normal,0.31,Exploit Attempt,12,0,21,4,3,0,2
217,217,2025-04-21 13:46:35.053741,TCP,2058,Reconnaissance,8.72,File Transfer,13,0,21,4,5,1,1
218,218,2025-04-21 15:21:32.053741,UDP,5913,Normal,2.17,Login,15,0,21,4,3,2,2
219,219,2025-04-21 15:26:06.053741,UDP,556,Normal,0.92,Suspicious Traffic,15,0,21,4,3,5,2
220,220,2025-04-21 13:48:02.053741,TCP,924,Normal,1.04,Exploit Attempt,13,0,21,4,3,0,1
221,221,2025-04-21 12:20:07.053741,ICMP,7145,Reconnaissance,7.29,Exploit Attempt,12,0,21,4,5,0,0
222,222,2025-04-21 14:00:06.053741,ICMP,292,Normal,2.21,Port Scan,14,0,21,4,3,4,0
223,223,2025-04-21 14:45:14.053741,ICMP,5596,Normal,1.18,Login,14,0,21,4,3,2,0
224,224,2025-04-21 12:53:58.053741,TCP,7418,Malware,7.48,Normal Activity,12,0,21,4,2,3,1
225,225,2025-04-21 13:12:57.053741,UDP,6284,Normal,2.89,Login,13,0,21,4,3,2,2
226,226,2025-04-21 14:24:50.053741,TCP,1362,Normal,2.98,File Transfer,14,0,21,4,3,1,1
227,227,2025-04-21 12:31:58.053741,ICMP,5744,Normal,2.57,Normal Activity,12,0,21,4,3,3,0
228,228,2025-04-21 15:49:42.053741,UDP,3202,Normal,0.77,Normal Activity,15,0,21,4,3,3,2
229,229,2025-04-21 14:57:16.053741,UDP,6237,Normal,2.67,Port Scan,14,0,21,4,3,4,2
230,230,2025-04-21 15:13:22.053741,TCP,7575,Normal,0.39,Exploit Attempt,15,0,21,4,3,0,1
231,231,2025-04-21 13:57:12.053741,TCP,7519,Normal,0.6,File Transfer,13,0,21,4,3,1,1
232,232,2025-04-21 13:49:58.053741,UDP,4243,Normal,1.07,File Transfer,13,0,21,4,3,1,2
233,233,2025-04-21 13:31:01.053741,ICMP,5980,Normal,1.41,File Transfer,13,0,21,4,3,1,0
234,234,2025-04-21 13:43:06.053741,UDP,7603,Normal,0.3,File Transfer,13,0,21,4,3,1,2
235,235,2025-04-21 13:47:27.053741,UDP,6985,DDoS,6.03,Suspicious Traffic,13,0,21,4,1,5,2
236,236,2025-04-21 14:39:02.053741,TCP,7674,Normal,1.83,Normal Activity,14,0,21,4,3,3,1
237,237,2025-04-21 15:58:42.053741,ICMP,6851,Normal,1.97,Normal Activity,15,0,21,4,3,3,0
238,238,2025-04-21 12:49:18.053741,UDP,1107,Normal,2.51,Exploit Attempt,12,0,21,4,3,0,2
239,239,2025-04-21 15:32:49.053741,TCP,2308,Normal,2.93,Normal Activity,15,0,21,4,3,3,1
240,240,2025-04-21 15:57:42.053741,ICMP,6902,Normal,0.82,Suspicious Traffic,15,0,21,4,3,5,0
241,241,2025-04-21 15:02:27.053741,UDP,2765,Brute Force,9.99,Suspicious Traffic,15,0,21,4,0,5,2
242,242,2025-04-21 15:23:22.053741,TCP,5936,Reconnaissance,6.53,File Transfer,15,0,21,4,5,1,1
243,243,2025-04-21 14:47:45.053741,UDP,1400,Normal,0.89,Suspicious Traffic,14,0,21,4,3,5,2
244,244,2025-04-21 15:57:34.053741,ICMP,7140,Normal,1.4,File Transfer,15,0,21,4,3,1,0
245,245,2025-04-21 12:30:17.053741,UDP,1022,Normal,0.87,Port Scan,12,0,21,4,3,4,2
