,timestamp,source_ip,destination_ip,protocol,port,attack_type,severity,event_type
43,2025-04-21 12:21:46.053741,224.100.15.209,247.79.95.25,UDP,2669,Normal,0.49,File Transfer
44,2025-04-21 12:39:06.053741,187.102.185.215,185.228.18.194,TCP,1064,Normal,1.21,Port Scan
45,2025-04-21 12:03:12.053741,12.23.116.41,52.172.137.46,UDP,6887,Normal,1.58,Suspicious Traffic
46,2025-04-21 12:44:38.053741,225.201.206.130,88.126.167.128,UDP,3810,Phishing,6.48,Normal Activity
47,2025-04-21 12:47:55.053741,202.196.175.224,26.148.134.88,ICMP,6850,Normal,1.24,Port Scan
48,2025-04-21 12:08:06.053741,246.145.46.87,50.135.104.95,ICMP,5854,DDoS,8.09,Port Scan
49,2025-04-21 12:09:52.053741,66.65.7.163,102.175.138.69,UDP,5362,Normal,1.9,Port Scan
50,2025-04-21 12:34:12.053741,79.40.117.129,239.30.166.173,ICMP,7621,DDoS,9.35,Exploit Attempt
51,2025-04-21 12:11:03.053741,59.214.205.110,35.47.2.76,TCP,515,Normal,2.34,Suspicious Traffic
52,2025-04-21 12:51:06.053741,189.203.97.213,194.39.212.93,UDP,2951,Normal,1.87,Login
53,2025-04-21 12:30:51.053741,174.200.203.60,144.158.204.74,TCP,424,Normal,2.49,Suspicious Traffic
54,2025-04-21 12:28:42.053741,250.101.59.228,10.210.255.125,UDP,3093,Normal,0.99,File Transfer
55,2025-04-21 12:29:12.053741,183.230.251.11,201.253.131.94,UDP,4359,Normal,0.2,Exploit Attempt
56,2025-04-21 12:17:34.053741,65.123.57.120,61.62.193.130,UDP,923,Normal,0.39,Port Scan
57,2025-04-21 12:27:21.053741,34.143.136.4,65.93.179.197,UDP,1065,DDoS,7.85,Normal Activity
58,2025-04-21 12:10:24.053741,248.182.238.123,75.43.5.79,TCP,5433,Normal,1.45,Login
59,2025-04-21 12:58:44.053741,123.103.64.200,209.205.92.0,UDP,1742,DDoS,8.37,Exploit Attempt
60,2025-04-21 12:34:42.053741,220.105.229.81,238.75.109.99,TCP,3225,DDoS,7.41,Suspicious Traffic
61,2025-04-21 12:57:37.053741,57.56.37.6,136.106.71.222,ICMP,2183,DDoS,7.1,Login
62,2025-04-21 12:57:30.053741,145.190.232.181,134.161.130.155,TCP,195,Normal,0.33,Port Scan
63,2025-04-21 13:03:39.053741,145.169.193.66,90.105.167.162,ICMP,1276,Normal,2.13,File Transfer
64,2025-04-21 12:12:22.053741,104.222.157.11,2.88.111.2,TCP,3638,Normal,1.11,Suspicious Traffic
65,2025-04-21 12:35:17.053741,101.32.43.53,213.222.11.247,TCP,1349,Phishing,9.26,Normal Activity
66,2025-04-21 12:28:06.053741,232.66.170.26,212.235.127.207,UDP,1083,Normal,0.49,Login
67,2025-04-21 13:06:28.053741,83.163.61.174,108.130.215.174,TCP,7105,Normal,2.08,File Transfer
68,2025-04-21 13:09:42.053741,27.237.158.47,46.168.220.232,ICMP,1972,Normal,2.11,File Transfer
69,2025-04-21 12:56:54.053741,194.123.124.222,166.65.152.26,ICMP,4697,Normal,0.34,Exploit Attempt
70,2025-04-21 12:11:02.053741,170.199.175.22,7.170.136.72,TCP,1436,Normal,3.0,Normal Activity
71,2025-04-21 12:18:16.053741,200.117.56.51,55.97.227.41,TCP,2735,Normal,2.26,File Transfer
72,2025-04-21 12:06:30.053741,24.22.188.26,186.230.234.2,UDP,306,Normal,0.71,Suspicious Traffic
73,2025-04-21 12:47:56.053741,205.224.251.229,177.119.232.55,ICMP,2478,Normal,1.2,File Transfer
74,2025-04-21 13:03:22.053741,230.50.181.85,95.80.160.138,UDP,5450,Normal,0.14,Port Scan
75,2025-04-21 13:05:27.053741,206.127.73.39,132.190.98.66,TCP,5652,Normal,1.21,Exploit Attempt
76,2025-04-21 13:17:42.053741,191.75.143.138,231.118.56.21,TCP,1757,Normal,2.79,Normal Activity
77,2025-04-21 13:18:42.053741,81.108.224.14,195.7.103.50,UDP,2031,Normal,1.31,Port Scan
78,2025-04-21 12:57:36.053741,110.91.119.60,223.76.107.217,ICMP,4806,Normal,2.52,Exploit Attempt
79,2025-04-21 12:20:08.053741,231.166.146.122,28.164.115.142,ICMP,5246,Normal,2.93,Exploit Attempt
80,2025-04-21 13:04:22.053741,225.159.186.217,108.209.216.53,UDP,587,Normal,2.42,Port Scan
81,2025-04-21 12:17:54.053741,241.110.69.45,144.50.48.99,ICMP,7372,Normal,0.27,Login
82,2025-04-21 12:15:22.053741,8.106.14.161,76.209.30.198,TCP,6024,DDoS,8.28,File Transfer
83,2025-04-21 13:03:57.053741,207.102.229.193,102.160.40.178,TCP,4539,Normal,1.95,Normal Activity
84,2025-04-21 13:17:18.053741,248.245.175.39,164.224.233.73,UDP,3359,Normal,1.11,Exploit Attempt
85,2025-04-21 12:37:07.053741,208.209.196.138,64.243.209.134,TCP,4649,Normal,1.2,Normal Activity
86,2025-04-21 13:03:20.053741,218.156.57.190,30.24.184.209,UDP,7807,Normal,1.45,Port Scan
87,2025-04-21 12:24:54.053741,133.73.145.184,53.70.191.235,UDP,5949,Normal,2.76,Port Scan
88,2025-04-21 12:31:02.053741,107.186.108.232,242.203.59.70,TCP,5221,Normal,0.19,File Transfer
89,2025-04-21 13:04:00.053741,40.80.143.234,233.171.97.72,TCP,2601,Brute Force,6.77,Login
90,2025-04-21 12:37:42.053741,233.137.226.199,49.48.214.112,ICMP,860,Normal,2.43,Normal Activity
91,2025-04-21 12:53:16.053741,165.207.127.160,131.202.6.116,TCP,6654,Normal,1.54,Exploit Attempt
92,2025-04-21 13:01:30.053741,69.111.153.243,249.175.17.149,TCP,6642,Normal,2.68,Port Scan
93,2025-04-21 12:43:33.053741,26.172.16.87,50.29.45.116,UDP,7772,Normal,1.25,Login
94,2025-04-21 12:17:22.053741,122.212.117.160,77.186.169.160,ICMP,1261,Normal,0.54,Port Scan
95,2025-04-21 13:09:47.053741,128.1.236.124,210.90.138.168,TCP,2432,Normal,1.4,Exploit Attempt
96,2025-04-21 13:29:42.053741,172.169.15.176,145.35.45.163,TCP,3007,Malware,7.2,Login
97,2025-04-21 13:33:51.053741,60.201.8.128,85.148.132.135,TCP,7272,Normal,2.69,File Transfer
98,2025-04-21 12:09:52.053741,229.130.147.52,133.51.7.143,UDP,5985,Normal,2.07,Suspicious Traffic
99,2025-04-21 12:46:15.053741,134.221.36.139,35.36.70.92,ICMP,4912,Normal,1.94,Login
100,2025-04-21 13:33:22.053741,15.61.23.45,223.166.85.248,UDP,2263,Normal,1.37,Suspicious Traffic
101,2025-04-21 12:53:53.053741,41.169.255.32,124.111.54.127,UDP,6407,Normal,2.74,File Transfer
102,2025-04-21 13:42:00.053741,48.22.97.230,74.241.29.72,TCP,4160,Normal,1.33,Port Scan
103,2025-04-21 12:53:12.053741,191.218.240.176,116.126.213.102,UDP,5481,Normal,2.75,Login
104,2025-04-21 12:20:46.053741,106.255.143.236,164.216.144.222,TCP,4164,Normal,2.89,File Transfer
105,2025-04-21 13:09:57.053741,21.74.211.161,154.192.249.71,TCP,6094,Normal,0.39,Login
106,2025-04-21 13:42:24.053741,135.110.178.185,213.28.228.147,TCP,2054,Normal,1.28,Port Scan
107,2025-04-21 13:46:55.053741,43.33.172.213,175.133.34.38,TCP,5711,Normal,1.24,File Transfer
108,2025-04-21 13:22:42.053741,42.184.230.254,92.2.0.146,TCP,6358,Normal,0.75,Normal Activity
109,2025-04-21 13:27:05.053741,116.179.53.37,48.145.60.225,ICMP,1218,Normal,2.41,Exploit Attempt
110,2025-04-21 12:32:52.053741,238.157.210.157,131.208.55.30,UDP,7304,Normal,2.21,Port Scan
111,2025-04-21 13:04:36.053741,92.250.15.148,84.240.203.183,UDP,2265,Normal,0.7,Normal Activity
112,2025-04-21 12:18:30.053741,142.67.147.101,194.44.116.201,TCP,4785,Normal,1.03,Suspicious Traffic
113,2025-04-21 13:50:56.053741,237.3.111.66,36.247.196.24,UDP,2949,Normal,2.06,Port Scan
114,2025-04-21 13:12:00.053741,142.215.7.172,216.203.237.45,ICMP,5034,Normal,1.36,Login
115,2025-04-21 13:14:32.053741,198.212.66.34,174.115.184.173,UDP,6202,DDoS,8.01,Port Scan
116,2025-04-21 12:36:30.053741,239.172.155.92,88.157.156.9,TCP,5539,Normal,0.09,Exploit Attempt
117,2025-04-21 12:19:15.053741,237.84.77.160,127.169.230.73,UDP,2552,Phishing,7.42,Login
118,2025-04-21 12:58:44.053741,239.167.104.124,206.47.239.205,UDP,345,Normal,2.97,Port Scan
119,2025-04-21 13:25:00.053741,248.246.13.237,133.53.149.17,TCP,6211,Normal,2.66,Normal Activity
120,2025-04-21 12:57:42.053741,144.68.133.8,244.15.193.63,UDP,20,Normal,0.18,Suspicious Traffic
121,2025-04-21 14:02:42.053741,20.45.180.223,237.49.216.122,TCP,4497,Normal,0.3,Exploit Attempt
122,2025-04-21 13:00:40.053741,207.223.188.25,191.60.155.247,UDP,2772,Malware,6.49,Suspicious Traffic
123,2025-04-21 13:58:33.053741,104.110.66.48,119.199.220.207,ICMP,419,Normal,0.11,File Transfer
124,2025-04-21 13:26:26.053741,142.138.207.55,217.97.83.32,UDP,6004,Phishing,7.32,File Transfer
125,2025-04-21 12:18:22.053741,18.122.181.75,76.135.134.44,TCP,2088,Normal,1.68,File Transfer
126,2025-04-21 12:16:24.053741,107.130.230.65,46.126.45.174,TCP,3193,Normal,2.36,File Transfer
127,2025-04-21 13:24:15.053741,65.28.30.138,156.69.159.14,UDP,5050,Normal,1.6,Port Scan
128,2025-04-21 13:29:10.053741,110.202.86.43,59.231.20.179,UDP,1351,Normal,2.25,Normal Activity
129,2025-04-21 12:44:42.053741,102.63.172.7,190.54.180.88,TCP,5589,Normal,2.49,File Transfer
130,2025-04-21 13:28:22.053741,245.15.240.185,40.59.35.201,TCP,3627,Normal,1.44,Normal Activity
131,2025-04-21 13:18:07.053741,93.61.136.54,99.204.239.65,UDP,3191,DDoS,9.12,Normal Activity
132,2025-04-21 13:56:06.053741,250.42.160.71,75.27.159.65,UDP,6393,Normal,1.33,Port Scan
133,2025-04-21 13:25:56.053741,177.90.65.108,233.171.82.36,TCP,4896,Reconnaissance,9.96,Login
134,2025-04-21 13:08:42.053741,140.9.219.117,213.96.124.22,ICMP,6178,Brute Force,8.85,File Transfer
135,2025-04-21 13:58:42.053741,35.154.195.191,123.160.238.87,ICMP,485,Normal,1.16,Port Scan
136,2025-04-21 12:08:30.053741,169.96.102.62,237.3.141.154,TCP,4581,Normal,0.88,Normal Activity
137,2025-04-21 13:44:27.053741,130.163.207.38,97.94.63.157,TCP,1774,Normal,0.48,Login
138,2025-04-21 12:45:24.053741,224.73.247.7,52.94.187.50,UDP,1167,Normal,0.92,Normal Activity
139,2025-04-21 13:59:51.053741,84.104.37.32,29.86.96.13,TCP,7055,Normal,2.92,File Transfer
140,2025-04-21 12:25:02.053741,53.189.122.183,116.110.107.218,ICMP,6473,DDoS,8.46,Suspicious Traffic
141,2025-04-21 12:39:18.053741,247.151.66.168,18.149.201.219,UDP,7742,Normal,2.45,Login
142,2025-04-21 13:29:16.053741,250.76.138.146,112.92.19.91,UDP,3143,Normal,0.91,Login
143,2025-04-21 14:17:33.053741,214.217.156.145,117.0.21.134,ICMP,5005,Normal,0.03,Port Scan
144,2025-04-21 13:49:42.053741,34.81.23.116,115.215.224.135,UDP,4803,Malware,9.7,Exploit Attempt
145,2025-04-21 13:57:42.053741,80.115.30.20,240.137.151.182,ICMP,321,Normal,1.76,File Transfer
146,2025-04-21 12:52:48.053741,207.86.22.150,146.150.83.89,ICMP,3888,Normal,0.03,File Transfer
147,2025-04-21 14:21:21.053741,177.96.253.31,107.217.61.252,TCP,7368,Normal,1.97,Login
148,2025-04-21 12:11:34.053741,6.151.210.143,233.145.139.125,TCP,2694,Normal,0.59,Suspicious Traffic
149,2025-04-21 14:08:21.053741,254.237.195.224,142.251.130.193,ICMP,6206,Normal,2.26,Exploit Attempt
150,2025-04-21 13:14:12.053741,102.117.57.185,40.75.20.38,ICMP,1033,Normal,1.46,File Transfer
151,2025-04-21 12:34:25.053741,16.181.105.58,196.202.15.43,ICMP,4598,Normal,1.73,Login
152,2025-04-21 13:02:30.053741,119.239.247.246,139.19.131.65,ICMP,1866,Normal,2.32,File Transfer
153,2025-04-21 13:51:21.053741,90.37.197.73,209.28.32.47,TCP,4707,Normal,0.98,Port Scan
154,2025-04-21 13:28:58.053741,213.145.46.206,252.23.84.252,UDP,2504,Normal,0.47,Normal Activity
155,2025-04-21 12:45:37.053741,214.226.9.217,29.56.122.96,TCP,6117,DDoS,7.97,File Transfer
156,2025-04-21 12:40:42.053741,187.18.20.231,131.68.101.90,TCP,8000,DDoS,8.46,Suspicious Traffic
157,2025-04-21 14:17:46.053741,60.163.74.141,31.24.249.245,TCP,5448,Phishing,8.85,Exploit Attempt
158,2025-04-21 12:41:12.053741,200.148.241.136,55.90.236.177,UDP,6894,Normal,1.23,Port Scan
159,2025-04-21 12:36:09.053741,92.252.190.79,142.103.144.88,ICMP,4014,Normal,0.13,File Transfer
160,2025-04-21 12:17:42.053741,146.32.182.255,134.91.98.116,TCP,7834,Normal,0.57,File Transfer
161,2025-04-21 12:55:22.053741,166.162.125.93,132.144.153.61,UDP,360,DDoS,9.33,File Transfer
162,2025-04-21 14:05:54.053741,91.63.92.183,18.135.174.160,ICMP,1395,Normal,2.0,Exploit Attempt
163,2025-04-21 12:34:18.053741,253.142.126.195,254.246.200.220,ICMP,516,Normal,1.56,Normal Activity
164,2025-04-21 13:51:02.053741,6.250.7.175,189.193.101.209,ICMP,7245,Normal,2.4,Port Scan
165,2025-04-21 13:54:27.053741,108.242.170.220,107.84.174.153,UDP,1369,Normal,0.67,Suspicious Traffic
166,2025-04-21 13:57:54.053741,80.241.228.241,71.156.223.27,ICMP,7907,Normal,2.27,Normal Activity
167,2025-04-21 14:37:34.053741,166.137.85.70,133.202.246.165,UDP,589,Phishing,7.95,Suspicious Traffic
168,2025-04-21 13:39:42.053741,144.122.36.41,219.24.250.67,UDP,6996,Normal,0.38,Login
169,2025-04-21 14:42:15.053741,116.109.215.161,71.57.55.235,UDP,1986,Normal,2.97,Login
170,2025-04-21 12:30:02.053741,192.142.95.49,59.150.66.126,TCP,4053,Normal,1.82,Exploit Attempt
171,2025-04-21 13:12:57.053741,88.0.236.81,162.214.26.54,UDP,6654,Normal,0.56,Normal Activity
172,2025-04-21 12:50:26.053741,152.239.146.51,197.157.190.236,ICMP,4828,Normal,2.85,Normal Activity
173,2025-04-21 12:19:00.053741,37.222.219.81,175.33.98.40,UDP,1871,Malware,8.16,Login
174,2025-04-21 12:22:00.053741,242.20.120.211,92.163.98.159,TCP,4317,Normal,3.0,Normal Activity
175,2025-04-21 13:17:32.053741,39.197.252.80,216.54.59.105,TCP,7999,Normal,1.97,Normal Activity
176,2025-04-21 12:25:10.053741,161.144.236.190,33.115.220.108,UDP,4723,Normal,0.05,Suspicious Traffic
177,2025-04-21 13:21:21.053741,7.196.128.247,84.247.56.216,UDP,1503,Normal,1.12,Normal Activity
178,2025-04-21 14:47:50.053741,17.135.234.124,151.60.207.41,TCP,7063,Brute Force,6.67,File Transfer
179,2025-04-21 13:13:18.053741,217.70.197.235,133.98.180.2,UDP,5933,DDoS,8.14,File Transfer
180,2025-04-21 14:25:42.053741,203.34.232.23,106.147.215.15,UDP,1391,Normal,2.28,Exploit Attempt
181,2025-04-21 14:50:38.053741,79.48.158.221,178.131.6.165,TCP,3187,Normal,1.61,Port Scan
182,2025-04-21 15:03:42.053741,75.33.46.203,50.174.144.207,ICMP,5680,Normal,1.21,Port Scan
183,2025-04-21 13:02:42.053741,249.77.242.21,181.210.131.14,ICMP,355,Brute Force,8.79,Port Scan
184,2025-04-21 12:10:54.053741,80.35.200.140,9.202.61.60,UDP,1206,Normal,0.83,File Transfer
185,2025-04-21 15:00:32.053741,11.43.174.173,159.97.7.254,ICMP,4071,Phishing,6.79,Exploit Attempt
186,2025-04-21 12:11:00.053741,26.67.88.203,214.56.43.187,UDP,6321,DDoS,8.3,Port Scan
187,2025-04-21 14:21:57.053741,168.53.245.96,251.219.174.145,UDP,2713,Phishing,7.89,Port Scan
188,2025-04-21 15:09:42.053741,180.105.189.4,160.21.199.41,UDP,4296,Normal,2.04,Exploit Attempt
189,2025-04-21 14:32:54.053741,246.155.47.68,154.137.108.29,UDP,2743,Normal,1.81,Normal Activity
190,2025-04-21 14:30:32.053741,53.241.209.83,88.130.11.235,TCP,1255,Normal,2.07,Exploit Attempt
191,2025-04-21 12:04:53.053741,52.230.252.36,83.223.82.48,TCP,3075,Normal,0.84,Normal Activity
192,2025-04-21 13:47:18.053741,35.208.203.146,76.48.160.127,TCP,7937,Normal,0.23,Exploit Attempt
193,2025-04-21 13:09:15.053741,77.232.112.174,216.14.248.237,UDP,4545,DDoS,9.07,Suspicious Traffic
194,2025-04-21 13:35:28.053741,255.28.89.168,39.169.67.192,ICMP,1213,Phishing,7.07,Login
195,2025-04-21 12:43:57.053741,15.233.77.185,16.228.238.121,UDP,8017,Malware,7.85,File Transfer
196,2025-04-21 15:01:22.053741,2.0.61.193,139.144.241.74,TCP,5540,DDoS,8.07,File Transfer
197,2025-04-21 14:55:43.053741,140.205.42.216,199.120.34.126,TCP,5897,Normal,0.44,Port Scan
198,2025-04-21 14:36:48.053741,191.70.136.170,95.123.108.86,TCP,6119,Phishing,6.37,Login
199,2025-04-21 13:54:28.053741,116.205.98.252,35.71.135.135,UDP,6995,Normal,2.15,Exploit Attempt
200,2025-04-21 14:45:02.053741,232.115.169.29,202.133.44.28,ICMP,3115,Normal,1.27,Exploit Attempt
201,2025-04-21 13:55:36.053741,56.193.35.20,169.198.137.101,TCP,3723,Normal,2.09,Exploit Attempt
202,2025-04-21 13:02:18.053741,138.239.224.83,249.49.81.137,TCP,7230,Normal,0.88,Port Scan
203,2025-04-21 13:02:36.053741,161.86.150.45,89.176.51.51,TCP,1070,Normal,2.99,Port Scan
204,2025-04-21 13:47:06.053741,210.240.126.131,86.78.37.116,TCP,5071,Brute Force,9.02,Suspicious Traffic
205,2025-04-21 13:30:32.053741,207.142.78.255,91.29.142.37,TCP,489,Brute Force,6.52,Exploit Attempt
206,2025-04-21 12:39:28.053741,8.153.66.160,83.111.68.48,UDP,7650,Phishing,7.22,Suspicious Traffic
207,2025-04-21 14:12:48.053741,69.110.227.81,78.122.139.183,TCP,479,Normal,2.42,File Transfer
208,2025-04-21 13:38:46.053741,115.71.66.61,16.30.67.3,UDP,6642,Normal,0.1,File Transfer
209,2025-04-21 12:40:01.053741,15.91.196.107,69.229.202.104,TCP,6595,Normal,2.54,Port Scan
210,2025-04-21 14:00:42.053741,49.218.238.221,131.210.84.218,UDP,3518,Normal,2.37,File Transfer
211,2025-04-21 14:43:28.053741,251.100.28.244,62.20.236.168,UDP,1004,Normal,1.04,Port Scan
212,2025-04-21 14:12:26.053741,226.230.242.128,177.46.40.170,TCP,7308,DDoS,6.38,Normal Activity
213,2025-04-21 14:41:27.053741,93.39.134.52,162.250.245.123,TCP,7522,Normal,1.19,Suspicious Traffic
214,2025-04-21 13:23:44.053741,123.170.200.103,242.148.238.135,TCP,5545,Normal,0.69,Exploit Attempt
215,2025-04-21 12:33:57.053741,42.241.69.66,179.194.178.20,UDP,3144,Normal,2.2,File Transfer
216,2025-04-21 12:12:30.053741,236.38.69.71,196.208.61.131,UDP,1489,Normal,0.31,Exploit Attempt
217,2025-04-21 13:46:35.053741,59.250.251.38,35.51.45.84,TCP,2058,Reconnaissance,8.72,File Transfer
218,2025-04-21 15:21:32.053741,132.12.228.217,80.144.177.149,UDP,5913,Normal,2.17,Login
219,2025-04-21 15:26:06.053741,26.157.189.222,93.167.87.123,UDP,556,Normal,0.92,Suspicious Traffic
220,2025-04-21 13:48:02.053741,196.164.255.186,237.199.124.133,TCP,924,Normal,1.04,Exploit Attempt
221,2025-04-21 12:20:07.053741,7.49.61.243,105.241.125.254,ICMP,7145,Reconnaissance,7.29,Exploit Attempt
222,2025-04-21 14:00:06.053741,58.128.155.132,135.252.93.186,ICMP,292,Normal,2.21,Port Scan
223,2025-04-21 14:45:14.053741,187.120.213.76,4.210.227.188,ICMP,5596,Normal,1.18,Login
224,2025-04-21 12:53:58.053741,111.20.163.52,239.141.65.147,TCP,7418,Malware,7.48,Normal Activity
225,2025-04-21 13:12:57.053741,6.122.250.121,178.90.187.69,UDP,6284,Normal,2.89,Login
226,2025-04-21 14:24:50.053741,177.71.131.43,31.115.46.216,TCP,1362,Normal,2.98,File Transfer
227,2025-04-21 12:31:58.053741,9.112.135.72,94.103.123.88,ICMP,5744,Normal,2.57,Normal Activity
228,2025-04-21 15:49:42.053741,121.50.39.26,148.39.196.91,UDP,3202,Normal,0.77,Normal Activity
229,2025-04-21 14:57:16.053741,175.218.155.32,101.36.112.239,UDP,6237,Normal,2.67,Port Scan
230,2025-04-21 15:13:22.053741,190.111.243.18,119.226.132.98,TCP,7575,Normal,0.39,Exploit Attempt
231,2025-04-21 13:57:12.053741,209.154.123.29,174.80.128.151,TCP,7519,Normal,0.6,File Transfer
232,2025-04-21 13:49:58.053741,105.61.191.234,111.4.60.138,UDP,4243,Normal,1.07,File Transfer
233,2025-04-21 13:31:01.053741,136.179.100.51,73.14.22.131,ICMP,5980,Normal,1.41,File Transfer
234,2025-04-21 13:43:06.053741,50.168.189.30,144.165.156.249,UDP,7603,Normal,0.3,File Transfer
235,2025-04-21 13:47:27.053741,27.54.153.61,108.26.134.73,UDP,6985,DDoS,6.03,Suspicious Traffic
236,2025-04-21 14:39:02.053741,236.237.75.184,240.52.101.26,TCP,7674,Normal,1.83,Normal Activity
237,2025-04-21 15:58:42.053741,209.104.204.7,187.42.146.196,ICMP,6851,Normal,1.97,Normal Activity
238,2025-04-21 12:49:18.053741,252.65.187.100,234.139.192.160,UDP,1107,Normal,2.51,Exploit Attempt
239,2025-04-21 15:32:49.053741,153.50.12.240,14.184.224.68,TCP,2308,Normal,2.93,Normal Activity
240,2025-04-21 15:57:42.053741,172.238.217.144,211.230.230.182,ICMP,6902,Normal,0.82,Suspicious Traffic
241,2025-04-21 15:02:27.053741,251.51.112.127,201.69.18.16,UDP,2765,Brute Force,9.99,Suspicious Traffic
242,2025-04-21 15:23:22.053741,141.9.28.140,191.186.86.117,TCP,5936,Reconnaissance,6.53,File Transfer
243,2025-04-21 14:47:45.053741,59.67.196.50,46.48.198.185,UDP,1400,Normal,0.89,Suspicious Traffic
244,2025-04-21 15:57:34.053741,166.30.206.179,170.219.31.154,ICMP,7140,Normal,1.4,File Transfer
245,2025-04-21 12:30:17.053741,2.93.151.36,204.196.85.42,UDP,1022,Normal,0.87,Port Scan
246,2025-04-21 15:30:48.053741,163.42.9.17,163.246.27.210,TCP,1858,Normal,2.56,Normal Activity
